age,is_premium_user,total_visits,avg_session_time,pages_per_session,email_open_rate,email_click_rate,total_spent,avg_order_value,discount_used,support_tickets,refund_requested,delivery_delay_days,satisfaction_score,nps_score,marketing_spend_per_user,lifetime_value,last_3_month_purchase_freq,signup_date_year,signup_date_month,signup_date_day_of_week,last_purchase_date_year,last_purchase_date_month,last_purchase_date_day_of_week,customer_tenure_days,spending_per_visit,support_burden,gender_Female,gender_Male,gender_Other,country_Bangladesh,country_Germany,country_India,country_UK,country_USA,city_Berlin,city_Delhi,city_Dhaka,city_Hamburg,city_London,city_Mumbai,city_New York,acquisition_channel_Email,acquisition_channel_Facebook Ads,acquisition_channel_Google Ads,acquisition_channel_Organic,acquisition_channel_Referral,device_type_Desktop,device_type_Mobile,device_type_Tablet,subscription_type_Annual,subscription_type_Monthly,coupon_code_NEW20,coupon_code_NO_COUPON,coupon_code_REF10,coupon_code_SALE15,payment_method_BKash,payment_method_Card,payment_method_PayPal,payment_method_SEPA,payment_method_UPI
1.7759741451730195,1.5114336880259611,-2.055435118898187,1.9666179450391421,0.9543632785290999,0.598837742467562,0.060605365772000985,0.08203911639629918,0.20875905307562637,-0.9889938967784184,-1.4041986791960193,-0.41623299031813277,0.010849685129753945,-0.5701274020761927,1.594520369031211,1.3900163635750251,-0.48728122743620733,1.624885655104108,-1.140662025256335,-0.3372523125437626,-0.9999038576295919,0.5803495722157718,1.6593035308750186,-0.9912728147044753,1.8991205203808343,1.218377973610347,-1.2389810947531483,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.1165972410910116,-0.6616234691090352,1.0273579002635242,-0.9722130007383173,0.9119770317405151,0.7022508523444159,0.8208794745213498,-0.3687082912093631,-0.4690570887413434,1.0111285855832206,2.114038139795811,-0.41623299031813277,0.010849685129753945,-0.5701274020761927,0.6437662070277065,-0.3376265258564966,1.2840499248210286,0.9309711373463821,1.3806952365834222,-0.03539750687776587,1.4951982624868372,0.5803495722157718,-0.3066071788861854,-0.9912728147044753,-0.8254817120255054,-0.5395811059920909,1.034072876000396,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-1.0072190699211439,1.5114336880259611,0.7704584820000484,0.5756316368267742,-0.2758365282589478,-0.0905829900447992,1.3046902709982082,0.3702193571921724,0.7166788408772314,-0.9889938967784184,-0.7005513153976531,-0.41623299031813277,-0.5703834468213451,1.3052916837007567,0.3268481530265382,-0.5659371091496229,0.2181790110769296,0.4683614588412314,0.12001660566354357,0.5683121044542275,-0.500883433606306,0.5803495722157718,-0.5874515659949289,1.4981948086157646,-0.04276794943561249,0.021796451296870207,-0.7591141453718444,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.005269512487245062,1.5114336880259611,0.2566596454730965,0.5421706214677692,-0.71183441050249,0.28859841283699933,0.8208794745213498,-0.17125968329351354,0.4700396751297442,-0.9889938967784184,-1.4041986791960193,-0.41623299031813277,-0.5703834468213451,0.36758214081228197,0.3268481530265382,1.1241180623007134,-0.7012099843005549,0.005751780336080792,1.3806952365834222,-1.5446715352077494,1.4951982624868372,-0.994405055721569,-0.3066071788861854,1.0003012839517167,-1.4023607135190943,-0.2787256762543715,-1.2389810947531483,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.7845636127136109,-0.6616234691090352,-0.7709380275808073,-0.07672483584510457,-1.0794467942705066,-1.5383665283207573,-0.6305529149092253,0.3634566608290178,-0.6098365298935504,1.0111285855832206,0.0030960484007127816,2.4025005784276874,0.592082817080853,-0.5701274020761927,-1.257742116979303,-0.7218565318863919,-1.7460348453707397,0.9309711373463821,0.12001660566354357,0.2664572987882308,0.4971574144402655,0.5803495722157718,-0.5874515659949289,1.4981948086157646,-0.010267723999353967,0.5648021466917394,0.20061975339076318,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.7845636127136109,-0.6616234691090352,-0.5140386093173314,1.7536621697258001,-0.756442292874602,-1.297069271941431,0.5444161622488594,-0.22051418999984188,1.4367663236942105,-0.9889938967784184,0.0030960484007127816,-0.41623299031813277,-0.5703834468213451,-0.5701274020761927,1.594520369031211,-0.17753069001070684,-1.1684347784024203,1.624885655104108,1.3806952365834222,-0.3372523125437626,-0.500883433606306,-0.994405055721569,-1.4299847273211592,0.5024077592876686,-2.000906531970189,-0.14313873380168637,0.08988122661046245,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.32871367332405454,-0.6616234691090352,-0.00023977279037944597,-0.1301602010525232,-1.1940844450323413,0.2541273762113812,1.3738060990663308,-0.006795862229525332,-0.16736796866777656,1.0111285855832206,-1.4041986791960193,-0.41623299031813277,0.010849685129753945,1.3052916837007567,1.594520369031211,1.6962866582365363,0.7021883358324973,-1.3820772551793712,-1.140662025256335,-1.5446715352077494,-0.9999038576295919,-0.994405055721569,1.6593035308750186,-0.9912728147044753,1.1786988565437704,-0.08345246027904732,-1.2389810947531483,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-0.005269512487245062,-0.6616234691090352,-0.00023977279037944597,0.6597339789808115,1.2766266041931198,1.5984978046104852,1.4429219271344536,0.36119478707553754,0.8918146442110957,1.0111285855832206,0.0030960484007127816,-0.41623299031813277,-1.7328497107235432,-0.5701274020761927,0.009930099025369971,0.17885656195905095,0.15554287309987555,-0.22555305891649455,0.12001660566354357,-0.3372523125437626,-0.0018630095830202834,0.5803495722157718,-1.1491403402124156,-0.4933792900404273,0.03848261415503382,0.23412855100752689,-0.08730041623801905,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.6751854415437433,1.5114336880259611,-1.2847368641077592,1.132310446880765,0.39861605346237694,1.7019109144873394,-0.21585794650048956,-0.985589855875645,0.5200402860488608,-0.9889938967784184,0.7067434121990788,-0.41623299031813277,1.173315949031952,0.36758214081228197,0.6437662070277065,1.331546580048737,-0.8938191802540747,-1.1507724159267958,0.12001660566354357,-1.5446715352077494,0.9961778384635513,0.5803495722157718,0.5359259824400449,-1.4891663393685233,0.8618216585402498,-0.8528449416972744,1.3523004319058924,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.1165972410910116,-0.6616234691090352,-0.2571391910538554,-0.19588710719545885,-0.8920699001980812,-1.6073086015719933,1.4429219271344536,-1.0640174391038963,0.18635411988209788,-0.9889938967784184,-1.4041986791960193,-0.41623299031813277,0.010849685129753945,-0.5701274020761927,0.6437662070277065,-1.7200192649423158,0.18978734076951828,0.4683614588412314,-1.140662025256335,1.7757313271182142,-0.0018630095830202834,0.5803495722157718,0.8167703695487883,-0.4933792900404273,0.96744739120809,-0.9899238204443094,-1.2389810947531483,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
